Away_Team,Home_Team,Date,Ref_Crew,Accepted_Count,Yards,Away_Count,Away_Yards,Home_Count,Home_Yards,Total_Flags,Week,Year
Miami,Pittsburgh,12/08/2013,John Parry,9,65,4,31,5,34,9,14,2013
Buffalo,Tampa Bay,12/08/2013,Bill Vinovich,19,190,11,114,8,76,21,14,2013
Kansas City,Washington,12/08/2013,Carl Cheffers,7,57,3,30,4,27,9,14,2013
Tennessee,Denver,12/08/2013,Scott Green,15,126,8,66,7,60,17,14,2013
St. Louis,Arizona,12/08/2013,Walt Coleman,17,121,11,90,6,31,19,14,2013
N.Y. Giants,San Diego,12/08/2013,Ron Winter,13,102,7,72,6,30,15,14,2013
Seattle,San Francisco,12/08/2013,Clete Blakeman,16,155,9,85,7,70,19,14,2013
Atlanta,Green Bay,12/08/2013,Bill Leavy,5,25,3,15,2,10,6,14,2013
Dallas,Chicago,12/09/2013,Terry McAulay,6,65,4,50,2,15,7,14,2013
San Diego,Denver,12/12/2013,Bill Vinovich,10,78,4,35,6,43,10,15,2013
Washington,Atlanta,12/15/2013,Gene Steratore,16,139,9,66,7,73,21,15,2013
Chicago,Cleveland,12/15/2013,Jeff Triplette,16,130,7,40,9,90,17,15,2013
Houston,Indianapolis,12/15/2013,Jerome Boger,18,150,14,114,4,36,20,15,2013
Buffalo,Jacksonville,12/15/2013,Ron Winter,13,147,7,67,6,80,15,15,2013
New England,Miami,12/15/2013,Tony Corrente,5,23,1,2,4,21,7,15,2013
Philadelphia,Minnesota,12/15/2013,Walt Anderson,12,119,9,94,3,25,12,15,2013
Seattle,N.Y. Giants,12/15/2013,Bill Leavy,13,88,8,50,5,38,15,15,2013
New Orleans,St. Louis,12/15/2013,Mike Carey,12,107,8,77,4,30,13,15,2013
San Francisco,Tampa Bay,12/15/2013,Scott Green,12,94,8,62,4,32,14,15,2013
Arizona,Tennessee,12/15/2013,Pete Morelli,12,85,9,69,3,16,12,15,2013
N.Y. Jets,Carolina,12/15/2013,Terry McAulay,9,79,3,20,6,59,11,15,2013
Kansas City,Oakland,12/15/2013,Clete Blakeman,18,181,8,91,10,90,20,15,2013
Green Bay,Dallas,12/15/2013,Walt Coleman,14,138,7,59,7,79,15,15,2013
Cincinnati,Pittsburgh,12/15/2013,Ed Hochuli,10,75,6,50,4,25,10,15,2013
Baltimore,Detroit,12/16/2013,Carl Cheffers,15,149,7,60,8,89,17,15,2013
Miami,Buffalo,12/22/2013,Clete Blakeman,10,68,6,37,4,31,12,16,2013
New Orleans,Carolina,12/22/2013,Gene Steratore,7,66,4,40,3,26,9,16,2013
Minnesota,Cincinnati,12/22/2013,Terry McAulay,11,95,5,40,6,55,13,16,2013
Denver,Houston,12/22/2013,Ed Hochuli,12,124,8,67,4,57,15,16,2013
Tennessee,Jacksonville,12/22/2013,Bill Vinovich,5,19,1,4,4,15,5,16,2013
Indianapolis,Kansas City,12/22/2013,Tony Corrente,10,96,3,31,7,65,12,16,2013
Cleveland,N.Y. Jets,12/22/2013,Pete Morelli,9,59,3,24,6,35,9,16,2013
Chicago,Philadelphia,12/22/2013,Mike Carey,4,25,2,10,2,15,4,16,2013
Tampa Bay,St. Louis,12/22/2013,John Parry,10,111,3,26,7,85,12,16,2013
Dallas,Washington,12/22/2013,Bill Leavy,14,86,6,42,8,44,17,16,2013
N.Y. Giants,Detroit,12/22/2013,Jerome Boger,12,90,5,30,7,60,13,16,2013
Arizona,Seattle,12/22/2013,Scott Green,16,148,7,46,9,102,17,16,2013
Pittsburgh,Green Bay,12/22/2013,Carl Cheffers,16,148,7,58,9,90,20,16,2013
Oakland,San Diego,12/22/2013,Walt Anderson,15,97,12,73,3,24,19,16,2013
New England,Baltimore,12/22/2013,Ron Winter,16,141,7,58,9,83,19,16,2013
Atlanta,San Francisco,12/23/2013,Walt Coleman,12,82,5,37,7,45,14,16,2013
Carolina,Atlanta,12/29/2013,John Parry,9,94,4,38,5,56,9,17,2013
Green Bay,Chicago,12/29/2013,Clete Blakeman,6,55,1,15,5,40,6,17,2013
Baltimore,Cincinnati,12/29/2013,Scott Green,16,132,6,56,10,76,17,17,2013
Philadelphia,Dallas,12/29/2013,Gene Steratore,7,55,6,50,1,5,7,17,2013
Jacksonville,Indianapolis,12/29/2013,Pete Morelli,7,60,5,50,2,10,7,17,2013
N.Y. Jets,Miami,12/29/2013,Jerome Boger,10,74,5,36,5,38,11,17,2013
Detroit,Minnesota,12/29/2013,Tony Corrente,10,77,6,52,4,25,12,17,2013
Buffalo,New England,12/29/2013,Ed Hochuli,10,85,6,54,4,31,11,17,2013
Tampa Bay,New Orleans,12/29/2013,Carl Cheffers,17,172,8,78,9,94,17,17,2013
Washington,N.Y. Giants,12/29/2013,Bill Vinovich,6,50,3,30,3,20,6,17,2013
Cleveland,Pittsburgh,12/29/2013,Mike Carey,5,45,3,30,2,15,6,17,2013
Houston,Tennessee,12/29/2013,Terry McAulay,12,131,5,55,7,76,13,17,2013
San Francisco,Arizona,12/29/2013,Walt Anderson,7,50,4,20,3,30,7,17,2013
Denver,Oakland,12/29/2013,Ron Winter,8,66,6,56,2,10,8,17,2013
Kansas City,San Diego,12/29/2013,Bill Leavy,5,27,1,5,4,22,6,17,2013
St. Louis,Seattle,12/29/2013,Jeff Triplette,19,152,12,87,7,65,21,17,2013
Green Bay,Seattle,09/04/2014,John Parry,12,134,8,65,4,69,12,1,2014
New Orleans,Atlanta,09/07/2014,Bill Leavy,13,123,3,27,10,96,14,1,2014
Cincinnati,Baltimore,09/07/2014,Gene Steratore,7,74,4,45,3,29,8,1,2014
Buffalo,Chicago,09/07/2014,Brad Allen,13,151,9,108,4,43,19,1,2014
Washington,Houston,09/07/2014,Jerome Boger,13,115,7,70,6,45,18,1,2014
Tennessee,Kansas City,09/07/2014,Ron Torbert,15,135,12,110,3,25,20,1,2014
New England,Miami,09/07/2014,Walt Anderson,13,126,9,100,4,26,16,1,2014
Oakland,N.Y. Jets,09/07/2014,Craig Wrolstad,15,125,4,20,11,105,17,1,2014
Jacksonville,Philadelphia,09/07/2014,Jeff Triplette,13,105,7,55,6,50,15,1,2014
Cleveland,Pittsburgh,09/07/2014,Carl Cheffers,19,151,8,55,11,96,24,1,2014
Minnesota,St. Louis,09/07/2014,Ed Hochuli,20,181,7,60,13,121,25,1,2014
San Francisco,Dallas,09/07/2014,Terry McAulay,21,152,11,80,10,72,21,1,2014
Carolina,Tampa Bay,09/07/2014,Pete Morelli,9,70,6,55,3,15,11,1,2014
Indianapolis,Denver,09/07/2014,Tony Corrente,16,115,9,45,7,70,21,1,2014
N.Y. Giants,Detroit,09/08/2014,Clete Blakeman,12,110,4,25,8,85,12,1,2014
San Diego,Arizona,09/08/2014,Bill Vinovich,11,70,6,47,5,23,13,1,2014
Pittsburgh,Baltimore,09/11/2014,Ed Hochuli,13,110,9,75,4,35,15,2,2014
Miami,Buffalo,09/14/2014,Clete Blakeman,9,60,3,20,6,40,10,2,2014
Detroit,Carolina,09/14/2014,Jerome Boger,9,78,5,33,4,45,13,2,2014
Atlanta,Cincinnati,09/14/2014,Bill Vinovich,14,111,7,56,7,55,17,2,2014
New Orleans,Cleveland,09/14/2014,Craig Wrolstad,9,69,5,39,4,30,11,2,2014
New England,Minnesota,09/14/2014,Tony Corrente,22,221,15,163,7,58,26,2,2014
Arizona,N.Y. Giants,09/14/2014,John Parry,16,141,7,71,9,70,20,2,2014
Dallas,Tennessee,09/14/2014,Walt Coleman,9,60,4,25,5,35,9,2,2014
Jacksonville,Washington,09/14/2014,Ron Torbert,17,142,6,44,11,98,24,2,2014
Seattle,San Diego,09/14/2014,Pete Morelli,14,106,8,53,6,53,17,2,2014
St. Louis,Tampa Bay,09/14/2014,Jeff Triplette,9,95,5,65,4,30,13,2,2014
Kansas City,Denver,09/14/2014,Gene Steratore,18,133,7,62,11,71,22,2,2014
N.Y. Jets,Green Bay,09/14/2014,Walt Anderson,10,117,7,82,3,35,14,2,2014
Houston,Oakland,09/14/2014,Brad Allen,12,109,7,85,5,24,21,2,2014
Chicago,San Francisco,09/14/2014,Carl Cheffers,26,176,10,58,16,118,33,2,2014
Philadelphia,Indianapolis,09/15/2014,Terry McAulay,15,160,11,90,4,70,18,2,2014
Tampa Bay,Atlanta,09/18/2014,Craig Wrolstad,16,160,11,110,5,50,23,3,2014
San Diego,Buffalo,09/21/2014,John Parry,17,145,6,44,11,101,19,3,2014
Tennessee,Cincinnati,09/21/2014,Brad Allen,18,149,11,99,7,50,20,3,2014
Baltimore,Cleveland,09/21/2014,Bill Leavy,17,126,5,32,12,94,18,3,2014
Green Bay,Detroit,09/21/2014,Carl Cheffers,11,70,5,30,6,40,11,3,2014
Indianapolis,Jacksonville,09/21/2014,Walt Coleman,10,61,8,46,2,15,16,3,2014
Oakland,New England,09/21/2014,Pete Morelli,12,108,6,49,6,59,17,3,2014
Minnesota,New Orleans,09/21/2014,Walt Anderson,9,74,5,44,4,30,10,3,2014
Houston,N.Y. Giants,09/21/2014,Terry McAulay,9,71,5,40,4,31,10,3,2014
Washington,Philadelphia,09/21/2014,Tony Corrente,19,201,10,131,9,70,24,3,2014
Dallas,St. Louis,09/21/2014,Clete Blakeman,11,134,3,15,8,119,13,3,2014
San Francisco,Arizona,09/21/2014,Gene Steratore,14,143,9,107,5,36,21,3,2014
Kansas City,Miami,09/21/2014,Jeff Triplette,10,88,4,23,6,65,11,3,2014
Denver,Seattle,09/21/2014,Bill Vinovich,11,61,4,27,7,34,13,3,2014
Pittsburgh,Carolina,09/21/2014,Ron Torbert,18,196,11,91,7,105,25,3,2014
Chicago,N.Y. Jets,09/22/2014,Jerome Boger,15,173,9,95,6,78,15,3,2014
N.Y. Giants,Washington,09/25/2014,Carl Cheffers,18,154,7,66,11,88,19,4,2014
Carolina,Baltimore,09/28/2014,Craig Wrolstad,11,99,7,59,4,40,12,4,2014
Green Bay,Chicago,09/28/2014,Terry McAulay,15,116,9,70,6,46,15,4,2014
Buffalo,Houston,09/28/2014,Bill Vinovich,16,130,8,40,8,90,17,4,2014
Tennessee,Indianapolis,09/28/2014,Jerome Boger,17,156,6,68,11,88,21,4,2014
Atlanta,Minnesota,09/28/2014,Ron Torbert,11,90,5,50,6,40,14,4,2014
Detroit,N.Y. Jets,09/28/2014,Walt Coleman,11,65,5,33,6,32,11,4,2014
Miami,Oakland,09/28/2014,Bill Leavy,14,115,5,35,9,80,14,4,2014
Tampa Bay,Pittsburgh,09/28/2014,Walt Anderson,22,175,9,50,13,125,31,4,2014
Jacksonville,San Diego,09/28/2014,Clete Blakeman,10,89,3,32,7,57,12,4,2014
Philadelphia,San Francisco,09/28/2014,Ed Hochuli,20,150,10,70,10,80,21,4,2014
New Orleans,Dallas,09/28/2014,Gene Steratore,9,70,3,20,6,50,10,4,2014
New England,Kansas City,09/29/2014,John Parry,7,65,3,30,4,35,7,4,2014
Minnesota,Green Bay,10/02/2014,Brad Allen,14,121,9,91,5,30,14,5,2014
Chicago,Carolina,10/05/2014,Tony Corrente,13,110,10,80,3,30,14,5,2014
Houston,Dallas,10/05/2014,Pete Morelli,12,91,5,35,7,56,13,5,2014
Buffalo,Detroit,10/05/2014,Craig Wrolstad,19,136,11,74,8,62,24,5,2014
Baltimore,Indianapolis,10/05/2014,Walt Anderson,11,119,5,36,6,83,16,5,2014
Pittsburgh,Jacksonville,10/05/2014,Terry McAulay,11,84,7,50,4,34,15,5,2014
Tampa Bay,New Orleans,10/05/2014,Carl Cheffers,21,163,15,113,6,50,26,5,2014
Atlanta,N.Y. Giants,10/05/2014,Ed Hochuli,11,96,8,81,3,15,15,5,2014
St. Louis,Philadelphia,10/05/2014,Bill Vinovich,14,121,10,82,4,39,17,5,2014
Cleveland,Tennessee,10/05/2014,Gene Steratore,14,142,7,74,7,68,26,5,2014
Arizona,Denver,10/05/2014,Bill Leavy,10,82,3,15,7,67,11,5,2014
N.Y. Jets,San Diego,10/05/2014,Ron Torbert,17,170,12,94,5,76,21,5,2014
Kansas City,San Francisco,10/05/2014,Walt Coleman,6,39,4,29,2,10,8,5,2014
Cincinnati,New England,10/05/2014,Jerome Boger,16,151,4,37,12,114,17,5,2014
Seattle,Washington,10/06/2014,Jeff Triplette,16,120,13,90,3,30,16,5,2014
Indianapolis,Houston,10/09/2014,Ron Torbert,10,117,5,51,5,66,11,6,2014
Chicago,Atlanta,10/12/2014,Walt Anderson,13,99,7,47,6,52,18,6,2014
New England,Buffalo,10/12/2014,Walt Coleman,17,167,9,60,8,107,23,6,2014
Carolina,Cincinnati,10/12/2014,Carl Cheffers,21,179,8,60,13,119,23,6,2014
Pittsburgh,Cleveland,10/12/2014,Pete Morelli,12,102,6,42,6,60,13,6,2014
Green Bay,Miami,10/12/2014,Bill Vinovich,9,69,4,44,5,25,10,6,2014
Detroit,Minnesota,10/12/2014,John Parry,14,100,5,40,9,60,17,6,2014
Denver,N.Y. Jets,10/12/2014,Brad Allen,13,110,11,101,2,9,16,6,2014
Baltimore,Tampa Bay,10/12/2014,Jerome Boger,13,113,8,70,5,43,14,6,2014
Jacksonville,Tennessee,10/12/2014,Jeff Triplette,11,83,6,35,5,48,13,6,2014
San Diego,Oakland,10/12/2014,Tony Corrente,18,139,7,60,11,79,19,6,2014
Washington,Arizona,10/12/2014,Ed Hochuli,20,170,6,62,14,108,21,6,2014
Dallas,Seattle,10/12/2014,Bill Leavy,15,104,6,46,9,58,17,6,2014
N.Y. Giants,Philadelphia,10/12/2014,Clete Blakeman,13,99,10,74,3,25,14,6,2014
San Francisco,St. Louis,10/13/2014,Craig Wrolstad,13,61,5,23,8,38,16,6,2014
N.Y. Jets,New England,10/16/2014,Bill Leavy,16,134,7,70,9,64,17,7,2014
Atlanta,Baltimore,10/19/2014,Carl Cheffers,16,148,7,76,9,72,17,7,2014
Minnesota,Buffalo,10/19/2014,Ed Hochuli,15,98,7,50,8,48,18,7,2014
Miami,Chicago,10/19/2014,Pete Morelli,9,99,7,84,2,15,14,7,2014
New Orleans,Detroit,10/19/2014,Terry McAulay,21,205,12,134,9,71,25,7,2014
Carolina,Green Bay,10/19/2014,Jeff Triplette,14,99,9,70,5,29,20,7,2014
Cincinnati,Indianapolis,10/19/2014,Gene Steratore,12,77,4,20,8,57,13,7,2014
Cleveland,Jacksonville,10/19/2014,Tony Corrente,11,75,8,50,3,25,13,7,2014
Seattle,St. Louis,10/19/2014,Brad Allen,12,109,10,89,2,20,12,7,2014
Tennessee,Washington,10/19/2014,Walt Anderson,18,146,11,96,7,50,22,7,2014
Kansas City,San Diego,10/19/2014,Bill Vinovich,11,122,7,73,4,49,11,7,2014
N.Y. Giants,Dallas,10/19/2014,Jerome Boger,12,86,6,40,6,46,14,7,2014
Arizona,Oakland,10/19/2014,Clete Blakeman,14,117,6,43,8,74,15,7,2014
San Francisco,Denver,10/19/2014,John Parry,14,137,6,62,8,75,17,7,2014
Houston,Pittsburgh,10/20/2014,Walt Coleman,10,58,4,20,6,38,11,7,2014
San Diego,Denver,10/23/2014,Terry McAulay,16,148,7,77,9,71,17,8,2014
Detroit,Atlanta,10/26/2014,Pete Morelli,13,124,8,85,5,39,17,8,2014
Seattle,Carolina,10/26/2014,Walt Coleman,11,61,7,41,4,20,11,8,2014
Baltimore,Cincinnati,10/26/2014,Clete Blakeman,13,91,7,51,6,40,14,8,2014
Miami,Jacksonville,10/26/2014,Jerome Boger,13,89,7,52,6,37,19,8,2014
St. Louis,Kansas City,10/26/2014,Jeff Triplette,15,119,8,68,7,51,16,8,2014
Chicago,New England,10/26/2014,Brad Allen,12,79,5,41,7,38,13,8,2014
Buffalo,N.Y. Jets,10/26/2014,Gene Steratore,17,139,7,49,10,90,19,8,2014
Minnesota,Tampa Bay,10/26/2014,Craig Wrolstad,14,111,6,59,8,52,20,8,2014
Houston,Tennessee,10/26/2014,Bill Leavy,10,96,4,35,6,61,11,8,2014
Philadelphia,Arizona,10/26/2014,Walt Anderson,21,198,11,103,10,95,24,8,2014
Oakland,Cleveland,10/26/2014,Ron Torbert,14,84,8,54,6,30,18,8,2014
Indianapolis,Pittsburgh,10/26/2014,John Parry,15,102,5,43,10,59,23,8,2014
Green Bay,New Orleans,10/26/2014,Ed Hochuli,12,119,8,84,4,35,14,8,2014
Washington,Dallas,10/27/2014,Tony Corrente,9,80,6,45,3,35,11,8,2014
New Orleans,Carolina,10/30/2014,Clete Blakeman,10,103,4,36,6,67,10,9,2014
Jacksonville,Cincinnati,11/02/2014,Ron Torbert,9,75,3,35,6,40,10,9,2014
Tampa Bay,Cleveland,11/02/2014,Terry McAulay,11,77,4,33,7,44,15,9,2014
Arizona,Dallas,11/02/2014,Craig Wrolstad,11,95,6,62,5,33,13,9,2014
Philadelphia,Houston,11/02/2014,John Parry,16,109,7,55,9,54,18,9,2014
N.Y. Jets,Kansas City,11/02/2014,Tony Corrente,8,60,5,40,3,20,9,9,2014
San Diego,Miami,11/02/2014,Brad Allen,10,82,7,57,3,25,11,9,2014
Washington,Minnesota,11/02/2014,Gene Steratore,15,115,6,55,9,60,18,9,2014
St. Louis,San Francisco,11/02/2014,Jerome Boger,18,127,9,83,9,44,22,9,2014
Denver,New England,11/02/2014,Walt Anderson,19,143,10,72,9,71,20,9,2014
Oakland,Seattle,11/02/2014,Ed Hochuli,14,134,5,69,9,65,14,9,2014
Baltimore,Pittsburgh,11/02/2014,Bill Vinovich,17,175,10,108,7,67,19,9,2014
Indianapolis,N.Y. Giants,11/03/2014,Carl Cheffers,8,60,4,30,4,30,11,9,2014
Cleveland,Cincinnati,11/06/2014,Jeff Triplette,13,117,6,62,7,55,16,10,2014
Tennessee,Baltimore,11/09/2014,Walt Coleman,14,107,9,67,5,40,17,10,2014
Kansas City,Buffalo,11/09/2014,Brad Allen,9,63,3,19,6,44,10,10,2014
Miami,Detroit,11/09/2014,Bill Leavy,15,142,5,44,10,98,20,10,2014
Dallas,Jacksonville,11/09/2014,John Parry,11,84,9,65,2,19,14,10,2014
San Francisco,New Orleans,11/09/2014,Bill Vinovich,8,58,2,15,6,43,9,10,2014
Pittsburgh,N.Y. Jets,11/09/2014,Terry McAulay,12,95,3,20,9,75,13,10,2014
Atlanta,Tampa Bay,11/09/2014,Clete Blakeman,15,109,5,30,10,79,18,10,2014
Denver,Oakland,11/09/2014,Carl Cheffers,16,132,12,95,4,37,18,10,2014
St. Louis,Arizona,11/09/2014,Ron Torbert,13,115,8,80,5,35,15,10,2014
N.Y. Giants,Seattle,11/09/2014,Pete Morelli,10,85,4,35,6,50,12,10,2014
Chicago,Green Bay,11/09/2014,Craig Wrolstad,16,213,11,163,5,50,17,10,2014
Carolina,Philadelphia,11/10/2014,Gene Steratore,9,80,4,30,5,50,9,10,2014
Buffalo,Miami,11/13/2014,Walt Coleman,11,100,7,70,4,30,15,11,2014
Atlanta,Carolina,11/16/2014,Walt Anderson,6,73,5,58,1,15,6,11,2014
Minnesota,Chicago,11/16/2014,Ron Torbert,9,78,2,18,7,60,11,11,2014
Houston,Cleveland,11/16/2014,Ed Hochuli,13,122,5,55,8,67,18,11,2014
Philadelphia,Green Bay,11/16/2014,Carl Cheffers,10,105,6,53,4,52,14,11,2014
Seattle,Kansas City,11/16/2014,Bill Leavy,11,56,8,50,3,6,15,11,2014
Cincinnati,New Orleans,11/16/2014,Craig Wrolstad,9,67,4,33,5,34,11,11,2014
San Francisco,N.Y. Giants,11/16/2014,Gene Steratore,7,89,4,35,3,54,11,11,2014
Denver,St. Louis,11/16/2014,Tony Corrente,11,87,8,62,3,25,12,11,2014
Tampa Bay,Washington,11/16/2014,Bill Vinovich,20,168,11,101,9,67,22,11,2014
Oakland,San Diego,11/16/2014,Jeff Triplette,14,81,8,41,6,40,21,11,2014
Detroit,Arizona,11/16/2014,Jerome Boger,13,115,9,80,4,35,16,11,2014
New England,Indianapolis,11/16/2014,Pete Morelli,9,82,5,53,4,29,14,11,2014
Pittsburgh,Tennessee,11/17/2014,Brad Allen,5,49,4,39,1,10,5,11,2014
Kansas City,Oakland,11/20/2014,John Parry,14,119,7,59,7,60,17,12,2014
Cleveland,Atlanta,11/23/2014,Brad Allen,12,70,5,30,7,40,12,12,2014
N.Y. Jets,Buffalo,11/24/2014,Pete Morelli,13,84,9,60,4,24,15,12,2014
Tampa Bay,Chicago,11/23/2014,Walt Coleman,15,132,9,87,6,45,20,12,2014
Cincinnati,Houston,11/23/2014,Terry McAulay,9,75,6,60,3,15,12,12,2014
Jacksonville,Indianapolis,11/23/2014,Ed Hochuli,12,97,6,43,6,54,18,12,2014
Green Bay,Minnesota,11/23/2014,Clete Blakeman,15,152,8,75,7,77,18,12,2014
Detroit,New England,11/23/2014,Tony Corrente,20,138,9,54,11,84,24,12,2014
Tennessee,Philadelphia,11/23/2014,Jerome Boger,16,125,7,56,9,69,20,12,2014
St. Louis,San Diego,11/23/2014,Carl Cheffers,17,175,9,90,8,85,21,12,2014
Arizona,Seattle,11/23/2014,Gene Steratore,10,99,3,25,7,74,11,12,2014
Miami,Denver,11/23/2014,Jeff Triplette,15,148,6,50,9,98,17,12,2014
Washington,San Francisco,11/23/2014,Walt Anderson,12,100,7,53,5,47,13,12,2014
Dallas,N.Y. Giants,11/23/2014,Bill Vinovich,12,93,7,63,5,30,14,12,2014
Baltimore,New Orleans,11/24/2014,Bill Leavy,11,92,6,42,5,50,14,12,2014
Chicago,Detroit,11/27/2014,Bill Vinovich,10,79,5,41,5,38,12,13,2014
Philadelphia,Dallas,11/27/2014,Clete Blakeman,10,62,4,20,6,42,10,13,2014
Seattle,San Francisco,11/27/2014,Tony Corrente,17,125,14,105,3,20,21,13,2014
San Diego,Baltimore,11/30/2014,Walt Anderson,22,189,8,91,14,98,27,13,2014
Cleveland,Buffalo,11/30/2014,Jerome Boger,16,121,10,76,6,45,21,13,2014
Tennessee,Houston,11/30/2014,Jeff Triplette,11,106,6,66,5,40,17,13,2014
Washington,Indianapolis,11/30/2014,John Parry,20,172,10,78,10,94,24,13,2014
N.Y. Giants,Jacksonville,11/30/2014,Craig Wrolstad,13,89,6,40,7,49,14,13,2014
Carolina,Minnesota,11/30/2014,Brad Allen,9,60,4,35,5,25,10,13,2014
New Orleans,Pittsburgh,11/30/2014,Pete Morelli,16,105,11,77,5,28,17,13,2014
Oakland,St. Louis,11/30/2014,Gene Steratore,16,133,8,73,8,60,17,13,2014
Cincinnati,Tampa Bay,11/30/2014,Bill Leavy,23,167,10,73,13,94,26,13,2014
Arizona,Atlanta,11/30/2014,Terry McAulay,14,110,5,34,9,76,19,13,2014
New England,Green Bay,11/30/2014,Ed Hochuli,8,47,4,25,4,22,9,13,2014
Denver,Kansas City,11/30/2014,Walt Coleman,10,67,5,32,5,35,11,13,2014
Miami,N.Y. Jets,12/01/2014,Ron Torbert,10,77,3,20,7,57,12,13,2014
Dallas,Chicago,12/04/2014,Ed Hochuli,17,151,8,97,9,54,18,14,2014
Pittsburgh,Cincinnati,12/07/2014,Tony Corrente,10,74,3,20,7,54,11,14,2014
Indianapolis,Cleveland,12/07/2014,Clete Blakeman,13,125,6,40,7,85,16,14,2014
Tampa Bay,Detroit,12/07/2014,Jeff Triplette,14,172,5,50,9,122,15,14,2014
Houston,Jacksonville,12/07/2014,Carl Cheffers,13,104,7,64,6,40,16,14,2014
Baltimore,Miami,12/07/2014,John Parry,13,66,7,36,6,30,15,14,2014
N.Y. Jets,Minnesota,12/07/2014,Jerome Boger,10,110,4,40,6,70,15,14,2014
Carolina,New Orleans,12/07/2014,Walt Coleman,10,85,6,55,4,30,14,14,2014
N.Y. Giants,Tennessee,12/07/2014,Walt Anderson,12,109,7,70,5,39,15,14,2014
St. Louis,Washington,12/07/2014,Brad Allen,16,149,11,98,5,51,17,14,2014
Kansas City,Arizona,12/07/2014,Craig Wrolstad,15,115,9,75,6,40,19,14,2014
Buffalo,Denver,12/07/2014,Ron Torbert,16,143,11,98,5,45,21,14,2014
San Francisco,Oakland,12/07/2014,Terry McAulay,17,134,7,50,10,84,17,14,2014
Seattle,Philadelphia,12/07/2014,Bill Vinovich,12,136,8,67,4,69,13,14,2014
New England,San Diego,12/07/2014,Bill Leavy,14,131,6,70,8,61,14,14,2014
Atlanta,Green Bay,12/08/2014,Pete Morelli,8,51,3,11,5,40,10,14,2014
Arizona,St. Louis,12/11/2014,Walt Coleman,14,128,8,59,6,69,15,15,2014
Pittsburgh,Atlanta,12/14/2014,Clete Blakeman,6,59,3,34,3,25,8,15,2014
Jacksonville,Baltimore,12/14/2014,Tony Corrente,14,130,5,60,9,70,17,15,2014
Green Bay,Buffalo,12/14/2014,Bill Leavy,19,145,9,70,10,75,21,15,2014
Tampa Bay,Carolina,12/14/2014,Ron Torbert,8,54,4,29,4,25,9,15,2014
Cincinnati,Cleveland,12/14/2014,Walt Anderson,14,109,5,41,9,68,17,15,2014
Minnesota,Detroit,12/14/2014,Pete Morelli,8,60,3,25,5,35,8,15,2014
Houston,Indianapolis,12/14/2014,Gene Steratore,15,111,8,66,7,45,17,15,2014
Oakland,Kansas City,12/14/2014,Jerome Boger,21,159,10,75,11,84,26,15,2014
Miami,New England,12/14/2014,Bill Vinovich,10,86,5,35,5,51,13,15,2014
Washington,N.Y. Giants,12/14/2014,Jeff Triplette,19,195,10,135,9,60,22,15,2014
Denver,San Diego,12/14/2014,Craig Wrolstad,15,136,7,71,8,65,19,15,2014
N.Y. Jets,Tennessee,12/14/2014,John Parry,16,122,7,46,9,76,18,15,2014
San Francisco,Seattle,12/14/2014,Ed Hochuli,15,128,8,78,7,50,16,15,2014
Dallas,Philadelphia,12/14/2014,Terry McAulay,19,174,11,79,8,95,24,15,2014
New Orleans,Chicago,12/15/2014,Carl Cheffers,12,99,3,25,9,74,19,15,2014
Tennessee,Jacksonville,12/18/2014,Clete Blakeman,10,72,7,47,3,25,12,16,2014
Philadelphia,Washington,12/20/2014,Carl Cheffers,16,117,13,102,3,15,20,16,2014
San Diego,San Francisco,12/20/2014,Jeff Triplette,17,130,8,38,9,92,30,16,2014
Cleveland,Carolina,12/21/2014,Ed Hochuli,11,98,6,49,5,49,11,16,2014
Detroit,Chicago,12/21/2014,Gene Steratore,12,146,7,60,5,86,14,16,2014
Baltimore,Houston,12/21/2014,Walt Coleman,14,125,7,56,7,69,19,16,2014
Minnesota,Miami,12/21/2014,Tony Corrente,15,128,8,74,7,54,23,16,2014
Atlanta,New Orleans,12/21/2014,John Parry,9,89,6,64,3,25,10,16,2014
New England,N.Y. Jets,12/21/2014,Brad Allen,7,52,5,38,2,14,8,16,2014
Kansas City,Pittsburgh,12/21/2014,Ron Torbert,8,79,4,39,4,40,13,16,2014
Green Bay,Tampa Bay,12/21/2014,Terry McAulay,8,70,5,40,3,30,9,16,2014
N.Y. Giants,St. Louis,12/21/2014,Pete Morelli,21,225,12,149,9,76,30,16,2014
Indianapolis,Dallas,12/21/2014,Bill Leavy,15,122,8,55,7,67,19,16,2014
Buffalo,Oakland,12/21/2014,Craig Wrolstad,11,90,7,55,4,35,11,16,2014
Seattle,Arizona,12/21/2014,Walt Anderson,12,102,11,97,1,5,16,16,2014
Denver,Cincinnati,12/22/2014,Bill Vinovich,13,117,6,72,7,45,16,16,2014
Carolina,Atlanta,12/28/2014,Bill Leavy,11,72,5,36,6,36,14,17,2014
Cleveland,Baltimore,12/28/2014,Gene Steratore,15,113,7,58,8,55,19,17,2014
Detroit,Green Bay,12/28/2014,Walt Anderson,15,93,10,53,5,40,16,17,2014
Jacksonville,Houston,12/28/2014,John Parry,10,80,4,25,6,55,15,17,2014
San Diego,Kansas City,12/28/2014,Pete Morelli,17,113,10,67,7,46,18,17,2014
N.Y. Jets,Miami,12/28/2014,Craig Wrolstad,10,80,5,40,5,40,16,17,2014
Chicago,Minnesota,12/28/2014,Jeff Triplette,12,75,8,50,4,25,14,17,2014
